strain	nativename	AtMSQTsnp 2	AtMSQTsnp 4	AtMSQTsnp 8	AtMSQTsnp 9	AtMSQTsnp 10	AtMSQTsnp 11	AtMSQTsnp 12	AtMSQTsnp 14	AtMSQTsnp 15	AtMSQTsnp 18	AtMSQTsnp 21	AtMSQTsnp 22	AtMSQTsnp 27	AtMSQTsnp 29	AtMSQTsnp 30	AtMSQTsnp 31	AtMSQTsnp 38	AtMSQTsnp 40	AtMSQTsnp 41	AtMSQTsnp 47	AtMSQTsnp 48	AtMSQTsnp 49	AtMSQTsnp 53	AtMSQTsnp 54	AtMSQTsnp 57	AtMSQTsnp 58	AtMSQTsnp 60	AtMSQTsnp 62	AtMSQTsnp 63	AtMSQTsnp 65	AtMSQTsnp 67	AtMSQTsnp 69	AtMSQTsnp 76	AtMSQTsnp 85	AtMSQTsnp 87	AtMSQTsnp 88	AtMSQTsnp 90	AtMSQTsnp 91	AtMSQTsnp 92	AtMSQTsnp 97	AtMSQTsnp 100	AtMSQTsnp 101	AtMSQTsnp 104	AtMSQTsnp 108	AtMSQTsnp 114	AtMSQTsnp 118	AtMSQTsnp 123	AtMSQTsnp 126	AtMSQTsnp 128	AtMSQTsnp 129	AtMSQTsnp 130	AtMSQTsnp 132	AtMSQTsnp 140	AtMSQTsnp 142	AtMSQTsnp 143	AtMSQTsnp 145	AtMSQTsnp 155	AtMSQTsnp 156	AtMSQTsnp 159	AtMSQTsnp 164	AtMSQTsnp 169	AtMSQTsnp 170	AtMSQTsnp 173	AtMSQTsnp 174	AtMSQTsnp 177	AtMSQTsnp 184	AtMSQTsnp 186	AtMSQTsnp 187	AtMSQTsnp 188	AtMSQTsnp 189	AtMSQTsnp 191	AtMSQTsnp 194	AtMSQTsnp 197	AtMSQTsnp 198	AtMSQTsnp 203	AtMSQTsnp 205	AtMSQTsnp 214	AtMSQTsnp 220	AtMSQTsnp 222	AtMSQTsnp 223	AtMSQTsnp 231	AtMSQTsnp 235	AtMSQTsnp 237	AtMSQTsnp 242	AtMSQTsnp 244	AtMSQTsnp 249	AtMSQTsnp 254	AtMSQTsnp 260	AtMSQTsnp 266	AtMSQTsnp 274	AtMSQTsnp 278	AtMSQTsnp 279	AtMSQTsnp 281	AtMSQTsnp 282	AtMSQTsnp 285	AtMSQTsnp 286	AtMSQTsnp 288	AtMSQTsnp 292	AtMSQTsnp 294	AtMSQTsnp 300	AtMSQTsnp 304	AtMSQTsnp 306	AtMSQTsnp 307	AtMSQTsnp 310	AtMSQTsnp 312	AtMSQTsnp 315	AtMSQTsnp 321	AtMSQTsnp 323	AtMSQTsnp 325	AtMSQTsnp 331	AtMSQTsnp 334	AtMSQTsnp 343	AtMSQTsnp 350	AtMSQTsnp 351	AtMSQTsnp 355	AtMSQTsnp 358	AtMSQTsnp 359	AtMSQTsnp 360	AtMSQTsnp 361	AtMSQTsnp 368	AtMSQTsnp 370	AtMSQTsnp 372	AtMSQTsnp 373	AtMSQTsnp 378	AtMSQTsnp 379	AtMSQTsnp 388	AtMSQTsnp 390	AtMSQTsnp 392	AtMSQTsnp 394	AtMSQTsnp 395	AtMSQTsnp 397	AtMSQTsnp 398	AtMSQTsnp 399	AtMSQTsnp 404	AtMSQTsnp 406	AtMSQTsnp 408	AtMSQTsnp 409	AtMSQTsnp 410	AtMSQTsnp 412	AtMSQTsnp 415
6239	TOM 05	1	2	1	3	1	4	1	4	2	3	4	3	1	1	2	4	2	2	2	1	2	4	2	3	2	3	4	3	2	3	1	3	4	4	2	3	2	3	3	2	1	1	2	3	3	1	1	3	4	1	4	2	1	4	1	4	1	2	4	2	4	2	3	3	1	4	1	4	4	1	2	1	3	4	1	4	3	1	4	3	3	1	4	2	1	3	1	1	4	4	3	4	4	1	2	3	1	4	3	3	4	3	4	1	4	4	2	3	4	3	4	4	3	3	4	1	4	3	1	3	1	3	1	3	1	1	2	3	3	1	3	3	1	4	3	1	4	1	4	3
6240	TOM 06	1	2	1	3	1	4	1	4	2	3	4	3	1	1	2	4	2	2	2	1	2	4	2	3	2	3	4	3	2	3	1	3	4	4	2	3	2	3	3	2	1	1	2	3	3	1	1	3	4	1	4	2	1	4	1	4	1	2	4	2	4	2	3	3	1	4	1	4	4	1	2	1	3	4	1	4	3	1	4	3	3	1	2	2	1	3	1	1	4	4	3	4	4	1	2	3	1	4	3	3	4	3	4	1	4	4	2	3	4	3	4	4	3	3	4	1	4	3	1	3	1	3	1	3	1	1	2	3	3	1	3	3	1	4	3	1	4	1	4	3
6241	TOM 07	1	2	1	3	1	4	1	4	2	3	4	3	1	1	2	4	2	2	2	1	2	4	2	1	2	3	4	3	2	3	1	3	4	4	2	3	2	3	3	2	1	1	2	3	3	1	1	3	4	1	4	2	1	4	1	4	1	2	4	2	4	2	3	3	1	4	1	4	4	1	2	1	3	2	4	4	3	1	4	3	3	1	4	2	1	3	1	1	4	3	1	4	4	4	2	3	1	4	4	3	4	3	4	1	4	4	2	3	4	3	4	4	3	3	4	1	4	3	1	3	1	3	1	3	1	1	2	3	3	1	3	3	1	4	3	1	4	1	4	3
6242	Tomegap-2	1	2	1	4	3	4	3	4	4	2	2	3	1	1	4	4	1	2	2	2	4	2	2	3	4	2	1	3	1	1	3	3	2	1	2	1	4	3	1	2	3	3	2	1	3	1	3	3	3	3	4	4	2	2	2	4	3	4	4	1	3	1	1	1	3	4	4	4	2	3	2	1	1	4	1	4	1	3	4	1	0	3	2	2	3	1	2	2	4	4	1	4	2	4	2	2	1	4	4	1	4	3	4	2	4	1	2	3	2	3	2	2	3	3	4	1	3	4	1	1	1	3	3	2	1	1	2	1	1	3	3	3	1	2	1	3	4	1	4	3
6243	Tottarp-2	3	1	1	4	1	2	1	1	2	2	2	1	3	4	2	3	1	3	4	1	4	2	2	1	4	2	1	1	2	1	1	3	2	1	2	3	4	1	3	2	3	3	4	1	3	3	0	3	3	3	4	4	1	4	2	4	1	2	4	1	4	2	1	3	1	4	4	1	2	1	1	4	1	4	4	2	3	3	4	1	1	1	2	4	1	1	2	2	4	4	3	4	4	4	4	2	1	4	3	1	4	2	4	1	4	4	2	1	2	3	2	2	3	1	4	1	3	0	3	1	3	1	1	3	3	2	4	3	3	1	3	2	3	2	1	3	4	1	1	3
6244	TRÄ 01	1	2	1	3	1	4	1	4	2	3	4	3	1	1	2	4	2	2	2	1	2	4	2	1	2	3	4	3	2	3	1	3	4	4	2	3	2	3	1	2	1	1	2	3	3	3	1	3	4	1	4	2	1	4	1	4	1	2	4	2	4	2	3	3	1	4	1	1	0	1	2	1	3	2	1	4	3	3	4	1	3	1	4	2	1	3	1	1	4	4	3	4	4	4	4	3	3	4	3	3	4	3	4	1	4	4	2	1	2	3	4	4	3	3	4	1	4	3	1	3	3	3	1	2	1	1	2	3	1	3	3	3	1	4	1	1	4	1	4	3
6252	TV-4	1	1	1	3	3	4	1	4	2	3	4	3	1	4	4	3	2	3	2	2	4	4	4	1	2	2	1	1	2	3	1	4	4	1	4	3	4	3	1	2	3	3	4	3	3	1	3	3	3	3	2	2	1	2	2	2	3	4	4	1	3	2	3	3	3	4	1	1	0	3	1	1	1	2	1	2	3	1	3	1	3	1	4	2	1	1	2	2	4	4	3	4	2	1	4	2	3	2	4	1	4	2	1	2	4	1	2	1	2	3	4	2	3	3	4	3	4	0	1	3	3	3	3	2	1	2	2	3	3	1	3	3	1	2	3	3	4	1	1	3
6257	TV-9	1	1	1	3	3	4	1	4	2	3	4	3	1	4	4	3	2	3	2	2	4	4	4	1	2	3	1	1	2	3	3	3	4	1	4	1	4	3	1	2	3	3	4	3	3	3	3	3	3	1	2	2	1	2	2	2	3	4	4	1	3	2	3	3	3	4	1	1	0	3	1	1	1	2	1	2	3	1	3	1	3	1	0	2	1	1	2	2	4	4	3	4	2	1	4	2	3	2	4	1	4	2	1	2	4	1	2	1	2	3	4	2	3	3	4	3	4	0	1	3	3	3	1	2	1	2	2	3	3	1	3	3	1	2	3	3	4	1	1	3
6258	TV-10	1	1	1	3	3	4	1	4	2	3	4	3	1	4	2	4	1	3	2	2	4	4	4	3	4	2	1	1	0	1	3	4	4	1	2	3	4	3	1	2	3	3	2	1	3	3	3	3	3	3	2	2	2	2	1	2	3	4	4	1	3	2	1	3	3	1	1	1	4	3	1	1	1	4	1	4	1	1	3	1	3	1	0	2	1	3	2	1	4	3	3	2	2	1	4	3	1	4	4	1	2	3	4	2	4	1	2	1	4	2	2	2	3	3	4	1	3	0	1	3	1	3	3	3	1	2	2	3	1	1	3	3	1	2	3	3	4	1	1	3
6261	TV-13	1	1	1	3	3	4	1	4	2	3	4	3	1	4	4	3	2	3	2	2	4	4	4	1	2	2	1	1	2	3	1	4	4	1	4	3	4	3	3	3	3	3	4	3	3	3	3	3	3	3	2	2	1	2	2	2	3	4	4	1	0	2	3	3	3	4	1	1	2	3	1	1	1	2	1	2	3	1	3	1	3	1	0	2	1	3	2	2	4	4	3	4	2	1	4	2	3	2	4	1	4	2	1	2	4	1	2	1	2	3	4	2	3	3	4	3	4	0	1	3	3	3	3	2	1	2	2	3	3	1	3	3	1	2	3	3	4	1	1	3
6264	TV-17	0	1	1	3	3	4	1	4	2	3	4	3	1	4	4	3	2	3	2	2	4	4	4	1	2	2	1	1	2	3	1	3	4	1	4	3	4	3	3	3	3	3	4	3	3	3	3	3	3	3	2	0	1	2	2	2	3	4	0	1	3	2	3	3	3	4	1	1	4	3	1	1	1	2	1	2	0	1	3	3	3	1	4	2	0	1	2	2	4	4	3	4	2	1	4	2	3	2	4	1	9	2	1	2	4	1	2	1	2	3	4	2	3	3	4	3	4	0	1	3	3	3	3	2	1	2	2	3	3	1	3	0	1	2	3	3	0	1	0	3
6265	TV-18	1	1	1	3	3	4	1	4	2	3	4	3	1	4	4	3	2	3	2	2	4	4	4	3	4	3	1	1	2	3	3	4	4	1	4	1	4	3	1	2	3	3	4	3	3	3	3	3	3	3	2	2	1	2	2	2	3	4	4	1	3	2	3	3	3	4	1	1	4	3	1	1	1	2	1	2	3	1	3	1	3	1	4	2	1	3	2	2	4	4	3	4	2	1	4	2	3	2	4	1	4	2	1	2	4	1	2	1	2	3	4	2	3	3	4	3	4	0	1	3	3	3	3	2	1	2	2	3	3	1	3	3	1	2	3	3	4	1	1	3
6268	TV-22	1	1	1	3	3	4	1	4	2	3	4	3	1	4	4	3	2	3	2	2	4	4	4	1	2	2	1	1	2	3	1	3	4	1	4	3	4	3	3	3	3	3	4	3	3	3	3	3	3	3	2	2	1	2	2	2	3	4	4	1	3	2	3	3	3	4	1	1	0	3	1	1	1	2	1	2	3	1	3	3	3	1	4	2	1	1	2	2	4	4	3	4	2	1	4	2	3	2	4	1	4	2	1	2	4	1	2	1	2	3	4	2	3	3	4	3	4	3	1	3	3	0	3	2	1	2	2	3	3	1	3	3	1	2	3	3	4	1	1	3
6276	TV-30	1	1	1	3	3	4	1	4	2	3	4	3	1	4	4	3	2	3	2	2	4	4	4	3	2	3	1	1	2	3	3	3	4	1	4	1	4	3	1	2	3	3	4	3	3	3	3	3	3	3	2	2	1	2	2	2	3	4	4	1	3	2	3	3	3	4	1	1	0	3	1	1	1	2	1	2	3	1	3	1	3	1	4	2	1	1	2	2	4	4	3	4	2	1	4	2	3	2	4	1	4	2	1	2	4	1	2	1	2	3	4	2	3	3	4	3	4	0	1	3	3	3	1	2	1	2	2	3	3	1	3	3	1	2	3	3	4	1	1	3
6281	TV-35	1	1	1	3	3	4	1	4	2	3	4	3	1	4	4	4	2	3	2	2	4	4	4	1	2	2	1	1	2	3	1	3	4	1	4	3	4	3	3	3	3	3	4	3	3	3	1	3	3	3	2	2	1	2	2	2	3	4	4	1	3	2	3	3	3	4	1	1	4	1	2	1	1	2	1	2	3	1	3	1	3	1	4	2	1	1	2	2	4	4	3	4	2	1	4	2	3	2	4	1	4	2	1	2	4	1	2	1	2	3	4	2	3	3	4	3	4	0	1	3	3	3	3	2	1	2	4	3	3	1	3	3	1	2	3	3	4	1	1	3
6284	TV-38	1	1	1	3	1	2	1	1	4	3	2	1	3	4	2	3	1	2	4	2	2	2	4	3	4	2	4	1	2	1	3	4	2	1	2	3	4	1	3	3	3	3	2	1	3	3	3	3	3	3	2	2	1	2	2	4	1	2	4	2	3	1	1	3	3	4	4	4	2	1	1	1	1	4	1	2	1	3	4	3	3	1	2	4	1	1	2	1	4	4	3	2	2	4	4	3	3	2	3	1	4	3	1	1	4	4	2	3	4	3	4	4	3	3	4	3	3	3	3	3	1	1	3	2	1	2	4	1	3	1	3	3	1	2	3	3	4	1	1	1
6288	Udu-12	1	2	1	3	1	4	3	4	2	2	2	3	3	4	2	3	1	3	2	1	2	4	4	1	4	3	1	1	2	1	3	3	4	4	2	1	4	3	3	3	3	3	4	1	3	3	1	3	3	3	4	2	2	2	2	2	3	4	4	2	3	1	3	1	1	1	4	4	4	1	2	4	1	4	4	2	3	3	3	3	1	1	4	4	1	3	2	2	4	4	1	4	2	4	4	2	1	2	4	3	2	2	1	1	4	4	2	1	4	2	2	4	3	3	4	1	3	0	3	3	3	1	3	3	3	2	2	1	3	3	3	2	3	2	3	1	2	1	4	3
6290	Udu-18	1	2	1	3	1	4	3	4	2	2	2	3	3	4	2	3	1	3	2	1	2	4	4	1	4	3	1	1	2	1	3	3	4	0	2	1	4	3	3	3	3	3	4	1	3	3	1	3	3	3	4	2	2	2	2	2	3	4	4	2	3	1	3	1	1	1	4	4	0	1	2	4	1	4	4	2	3	3	3	3	1	1	4	4	1	3	2	2	4	4	1	4	2	4	4	2	1	2	4	1	2	2	1	1	4	4	2	1	4	2	2	4	3	3	4	1	3	3	3	3	3	1	3	3	3	2	2	1	3	3	3	2	3	2	3	1	2	1	4	3
6291	UduI 1-4	1	2	1	4	1	4	3	4	4	2	2	3	3	1	2	4	1	2	4	1	2	4	2	1	4	2	4	1	1	1	3	4	4	1	4	3	4	1	3	2	3	3	4	1	3	3	1	1	3	3	4	2	5	2	5	9	1	2	4	2	3	5	3	6	1	4	4	1	2	1	2	4	1	4	4	2	1	1	3	1	3	1	2	4	1	1	5	2	3	4	3	2	2	1	4	3	1	4	4	1	2	2	4	1	4	4	2	1	2	3	2	2	3	1	4	3	4	3	3	3	3	3	3	3	1	2	4	3	1	1	3	3	1	2	3	1	2	1	4	3
6295	UduI 1-10	1	2	1	4	1	4	3	4	4	2	2	3	3	1	2	4	1	2	4	1	2	4	2	1	4	2	4	1	1	1	3	4	4	1	4	3	4	3	3	3	3	1	4	1	3	3	1	1	3	3	4	2	2	2	2	4	1	4	4	2	3	1	3	3	1	4	4	1	2	1	2	4	1	4	4	2	3	3	3	1	1	1	2	4	1	1	2	2	3	4	3	2	2	1	4	3	1	4	4	1	2	2	4	1	2	4	1	1	2	3	2	4	3	1	4	3	4	3	3	3	3	0	3	3	1	2	4	3	1	1	3	3	1	2	3	1	2	1	4	3
6318	UduI 1-34	3	2	1	3	3	4	1	1	4	2	2	1	3	1	2	3	2	2	4	1	4	4	2	1	4	2	4	1	0	1	3	4	4	1	2	3	4	1	3	2	1	1	4	3	3	3	1	3	4	3	4	4	2	2	2	4	3	4	4	2	3	2	1	1	3	4	4	1	2	3	2	4	1	4	4	2	3	3	4	3	3	3	2	4	1	3	2	2	3	3	3	4	4	4	2	2	1	4	4	1	2	2	4	2	2	4	2	1	2	3	2	2	3	3	4	1	3	3	3	3	1	1	3	3	3	2	4	3	1	1	3	2	1	2	1	3	2	1	4	3
6322	UduI 1-39	6	2	1	10	3	4	1	1	4	2	2	6	3	1	2	10	0	2	4	1	9	4	2	1	4	2	4	1	5	1	3	10	4	1	0	3	4	6	3	8	6	1	4	6	3	3	1	3	4	3	4	9	2	2	2	4	6	4	4	2	3	2	0	6	1	4	4	1	2	3	2	4	1	4	4	2	3	3	10	6	3	6	2	4	1	6	2	2	3	10	3	9	9	7	9	8	1	4	4	1	2	2	4	5	2	4	5	1	2	3	2	9	3	6	4	6	10	3	3	3	1	1	3	3	3	2	9	6	1	1	10	2	1	2	6	6	2	1	4	3
6324	UduI 1-41	6	2	1	10	3	4	1	1	4	2	2	6	3	1	2	10	0	2	4	1	9	4	2	1	4	2	4	1	5	1	3	10	4	1	0	3	4	6	3	8	6	1	4	6	3	3	1	3	4	3	4	9	2	2	2	4	6	4	4	2	3	2	0	6	1	4	4	1	2	3	2	4	1	4	4	2	3	3	10	6	3	6	2	4	1	6	2	2	3	10	3	9	9	7	9	8	1	4	4	1	2	2	4	5	2	4	5	1	2	3	2	9	3	6	4	6	10	3	3	3	3	6	3	3	3	2	9	6	1	1	10	2	1	2	6	6	2	1	4	3
6325	UduI 1-42	3	2	1	3	3	4	1	1	4	2	2	1	3	1	2	3	2	2	4	1	4	4	2	1	4	2	4	1	0	1	3	4	4	1	2	3	4	1	3	2	1	1	4	3	3	3	1	3	4	3	4	4	2	2	2	4	3	4	4	2	3	2	1	1	6	4	4	1	2	3	2	4	1	4	4	2	3	3	4	3	3	3	2	4	1	3	2	2	3	3	3	4	4	4	2	2	1	4	4	1	2	2	4	2	2	4	2	1	2	3	2	2	3	3	4	1	3	3	3	3	1	1	3	3	3	2	4	3	1	1	3	2	1	2	1	3	2	1	4	3
6335	UduI 2-10	1	2	1	4	1	4	3	4	4	2	2	3	3	1	2	4	1	2	4	1	2	4	2	1	4	2	4	1	1	1	3	4	4	1	4	3	4	6	3	8	3	1	4	1	3	3	1	1	3	3	4	4	5	2	5	9	1	9	4	2	3	5	3	1	1	4	4	1	2	1	2	4	1	4	4	2	3	3	3	1	1	1	2	4	1	1	2	2	10	4	3	2	2	7	4	3	1	4	4	1	2	2	1	1	4	4	2	1	2	3	2	2	3	1	4	3	4	3	3	3	3	0	3	3	1	2	4	3	1	1	3	3	1	2	3	1	2	1	4	3
6358	UduI 3-3	1	2	1	4	1	4	3	4	4	2	2	3	3	1	2	4	1	2	4	1	2	4	2	1	4	2	4	1	1	1	3	4	4	1	4	3	4	1	3	2	3	3	4	1	3	3	1	1	3	3	4	2	2	2	2	4	1	4	4	2	3	1	3	3	1	4	4	1	2	1	2	4	1	4	4	2	6	1	3	1	3	1	2	4	1	1	5	2	4	4	3	2	2	4	4	3	1	4	4	1	2	2	7	1	4	4	2	1	2	3	2	2	3	1	4	3	4	3	3	3	3	3	3	3	1	2	4	3	1	1	3	3	1	2	3	1	2	1	4	3
6375	UduI 3-21	1	2	1	4	1	4	3	4	4	2	2	3	3	7	9	10	1	2	9	1	2	4	2	1	9	2	7	1	5	1	3	4	4	7	4	3	4	6	3	8	3	6	4	1	3	3	1	1	3	3	4	9	5	2	5	9	1	9	4	2	3	5	3	6	1	4	4	1	2	1	2	4	1	4	4	2	6	0	3	1	3	1	2	4	1	1	5	5	10	10	3	9	2	7	4	3	1	9	4	1	2	2	7	1	4	4	2	1	2	3	2	9	3	6	4	3	4	3	6	3	3	0	3	3	1	2	4	3	1	1	3	3	1	2	3	1	9	1	4	3
6385	UduI 3-31	1	2	1	4	1	4	3	4	4	2	2	3	3	4	4	10	1	2	4	1	2	4	2	1	4	2	4	1	1	1	3	4	4	4	2	3	4	3	3	3	3	1	4	1	3	3	1	1	3	3	4	2	2	2	2	4	1	4	4	2	3	1	3	3	1	4	4	1	2	1	2	4	1	4	4	2	3	3	3	1	1	1	2	4	1	1	1	5	4	10	3	9	2	4	4	3	1	9	4	1	2	2	1	1	4	4	2	1	2	3	2	9	3	3	4	3	4	3	1	3	3	0	3	3	1	2	4	3	1	1	3	3	1	2	3	1	4	1	4	3
6392	UduI 4-4	3	2	1	3	3	4	1	1	4	2	2	1	3	1	2	3	2	2	4	1	4	4	2	1	4	2	0	1	0	1	3	4	4	1	2	3	4	1	3	2	1	1	4	3	3	3	1	3	4	3	4	4	2	2	2	4	3	4	4	2	3	2	1	1	1	4	4	1	2	3	2	4	1	4	4	2	3	3	4	3	3	3	2	4	1	3	2	2	3	3	3	4	4	4	2	2	1	4	4	1	2	2	4	2	2	4	2	1	2	3	2	2	3	3	4	1	3	3	3	3	1	1	3	3	3	0	2	3	1	1	3	2	1	2	1	3	2	1	4	3
6393	UduI 4-6	1	2	1	4	3	4	1	1	4	2	2	3	3	1	2	4	1	2	4	1	2	4	2	1	4	2	4	1	2	1	3	3	4	1	4	3	4	3	3	3	3	1	4	1	3	3	1	3	4	3	4	2	2	2	2	4	1	4	4	2	3	2	3	3	1	4	4	1	2	3	2	4	1	4	4	2	3	3	3	1	1	1	2	4	1	1	2	2	3	4	3	2	2	1	4	3	1	4	4	1	2	2	4	1	2	4	1	1	2	3	2	4	3	1	4	3	4	3	3	3	0	1	3	3	3	2	4	1	1	1	4	2	1	2	3	1	2	1	4	3
6394	UduI 4-7	6	2	1	4	3	4	1	7	4	8	9	6	3	7	9	4	1	2	0	5	2	9	9	1	4	8	4	1	5	1	6	10	4	1	0	3	4	6	6	3	6	1	9	1	3	3	1	6	10	3	4	2	2	2	2	4	1	4	4	2	3	5	0	6	1	4	4	1	2	3	2	4	1	4	4	2	3	0	3	6	1	1	2	4	1	1	2	2	3	10	3	9	9	7	9	8	1	4	4	1	2	2	4	5	2	4	5	1	2	3	2	9	3	1	4	3	4	3	3	3	3	1	3	3	6	2	4	6	1	1	10	0	1	2	3	1	2	1	4	3
6396	UduI 4-9	3	2	1	4	3	4	1	4	4	3	4	1	3	4	4	4	1	2	2	2	2	2	4	1	4	3	4	1	1	1	1	4	4	1	2	3	4	1	1	3	1	1	2	1	3	3	1	1	3	3	4	2	2	2	2	4	1	4	4	2	3	1	1	1	1	4	4	1	2	3	2	4	1	4	4	2	3	0	10	3	3	6	2	4	1	1	2	2	3	3	3	4	4	4	2	2	1	4	4	1	2	2	4	2	2	4	2	1	2	3	2	2	3	1	4	3	4	3	3	3	3	0	3	3	1	2	4	3	1	1	3	3	1	2	3	1	2	1	4	3
6397	UduI 4-10	3	2	1	3	3	4	1	1	4	2	2	1	3	1	2	3	2	2	4	1	4	4	2	1	4	2	0	1	0	1	3	4	4	1	2	3	4	1	3	2	1	1	4	3	3	3	1	3	4	3	4	4	2	2	2	4	3	4	4	2	3	2	1	1	1	4	4	1	2	3	2	4	1	4	4	2	3	3	4	3	3	3	2	4	1	3	2	2	3	3	3	4	4	4	2	2	1	4	4	1	2	2	4	2	2	4	2	1	2	3	2	2	3	3	4	1	3	3	3	3	3	3	3	3	3	2	2	3	1	1	3	2	1	2	1	3	2	1	4	3
6400	UduI 4-15	1	2	1	4	1	4	3	4	4	2	2	3	3	4	4	3	1	2	2	1	2	4	2	1	2	2	1	1	2	1	3	4	4	4	2	3	4	3	3	3	3	1	4	1	3	3	1	1	3	3	4	2	2	2	2	4	1	4	4	2	3	1	3	3	1	4	4	1	2	1	2	4	1	4	4	2	3	3	3	1	1	1	2	4	1	1	1	1	4	3	3	4	2	4	4	3	1	2	4	1	2	2	1	1	4	4	2	1	2	3	2	4	3	3	4	3	4	3	1	3	3	0	3	3	1	2	4	3	1	1	3	3	1	2	3	1	4	1	4	3
6401	UduI 4-16	1	2	1	4	1	4	3	4	4	2	2	3	3	1	2	4	1	3	2	1	4	2	4	1	4	2	0	1	1	1	3	4	4	1	2	1	4	3	3	3	3	3	4	1	3	3	1	1	3	3	4	2	1	4	1	4	1	2	4	2	3	2	3	1	3	4	4	4	0	3	1	4	1	4	4	2	3	3	3	1	1	1	2	4	1	1	1	2	4	4	3	2	2	4	4	3	1	4	4	3	2	2	1	1	4	4	2	1	2	3	2	2	3	1	4	3	4	3	3	3	3	0	3	3	1	2	4	3	1	1	3	2	1	2	3	1	2	1	4	3
6402	UduI 4-17	1	2	1	4	1	4	3	4	4	2	2	3	3	1	2	4	1	2	4	1	2	4	2	1	4	2	4	1	1	1	3	4	4	1	4	3	4	3	3	3	3	1	4	1	3	3	1	3	4	3	2	4	1	2	1	2	1	2	4	2	3	2	3	1	1	4	4	1	2	1	2	4	1	4	4	2	3	3	3	1	1	1	2	4	1	1	2	2	4	4	3	2	2	4	4	3	1	4	4	1	2	2	1	1	4	4	2	1	2	3	2	2	3	1	4	3	4	3	3	3	3	0	3	3	3	2	4	3	1	1	4	2	1	2	3	1	2	1	1	1
6403	UduI 4-18	1	2	1	4	1	4	3	4	4	2	4	3	3	1	2	4	1	2	4	1	2	4	2	1	4	3	1	3	2	1	1	4	2	1	2	3	4	3	1	2	3	1	4	1	3	3	1	3	4	3	4	2	1	2	2	2	3	4	4	2	4	1	3	3	1	4	4	1	2	1	2	4	1	4	4	2	3	3	3	3	3	1	2	4	1	1	1	2	4	3	1	4	4	4	4	2	1	4	4	3	2	2	4	1	2	4	2	1	2	3	2	2	3	1	4	3	3	3	3	3	3	0	3	3	1	2	2	3	1	1	3	3	1	2	3	1	2	1	4	3
6404	UduI 4-19	1	2	1	4	1	4	3	4	4	2	2	3	3	1	2	4	1	2	4	1	2	4	2	0	4	2	4	1	1	1	3	4	4	1	4	3	4	1	3	2	3	3	4	1	3	3	1	1	3	3	4	4	1	2	1	2	1	2	4	2	3	2	3	1	1	4	4	1	2	1	2	4	1	4	4	2	1	1	3	1	3	1	2	4	1	1	2	2	3	4	3	2	2	1	4	3	1	4	4	1	2	2	4	1	4	4	2	1	2	3	0	2	3	1	4	3	4	10	3	3	3	3	3	3	1	2	4	3	1	1	3	3	1	2	3	1	2	1	4	3
6407	UduI 4-23	1	2	1	4	1	4	3	4	4	2	4	3	3	1	2	4	1	2	4	1	2	4	4	1	4	3	1	3	2	1	1	4	2	1	2	3	4	3	1	2	3	1	4	1	3	3	1	3	4	3	4	2	1	2	2	2	3	4	4	2	4	1	3	3	1	4	4	1	2	1	2	4	1	4	4	2	3	3	3	3	3	1	2	4	1	1	1	2	4	3	1	4	4	4	4	2	1	4	4	3	2	2	4	1	2	4	2	1	2	3	2	2	3	1	4	3	3	3	3	3	3	3	3	3	1	2	2	3	1	1	3	3	1	2	3	1	2	1	4	3
6409	UduI 4-29	1	2	1	4	1	4	3	4	4	2	2	3	3	1	2	4	1	2	4	1	2	4	2	1	4	2	4	1	1	1	3	4	4	1	4	3	4	3	3	3	3	1	4	1	3	3	1	1	3	3	4	2	2	2	2	4	1	4	4	2	3	1	3	3	1	4	4	1	2	1	2	4	1	4	4	2	3	3	3	1	1	1	2	4	1	1	1	2	4	4	3	2	2	4	4	3	1	4	4	1	2	2	1	1	4	4	2	1	2	3	2	2	3	1	4	3	4	3	3	3	3	0	3	3	1	2	4	3	1	1	3	3	1	2	3	1	2	1	4	3
6410	UduI 4-31	1	2	1	4	1	4	3	4	4	2	2	3	3	1	2	4	1	2	4	1	2	4	2	1	4	2	4	1	1	1	3	4	4	1	4	3	4	1	3	2	3	3	4	1	3	3	1	1	3	3	4	4	1	2	1	2	1	2	4	2	3	2	3	1	1	4	4	1	2	1	2	4	1	4	4	2	1	1	3	1	3	1	2	4	1	1	2	2	3	4	3	2	2	1	4	3	1	4	4	1	2	2	4	1	4	4	2	1	2	3	2	2	3	1	4	3	4	3	3	3	3	0	3	3	1	2	4	3	1	1	3	3	1	2	3	1	2	1	4	3
6411	Ull1-10	1	1	1	4	3	4	1	4	4	2	4	1	3	4	4	3	1	2	2	2	2	2	2	3	4	3	1	1	2	3	3	3	4	1	4	1	4	1	3	2	3	3	4	1	3	3	1	3	3	3	4	4	1	2	2	2	1	2	4	2	3	2	1	1	3	4	4	4	2	1	2	4	1	4	4	2	1	3	3	1	3	1	2	2	1	1	2	2	3	4	3	2	4	1	4	3	3	4	3	3	4	2	1	1	2	4	2	3	4	2	4	2	3	3	4	3	3	3	1	3	3	3	3	3	6	1	2	3	1	1	3	2	3	2	1	1	4	1	1	3
