strain	nativename	AtMSQTsnp 2	AtMSQTsnp 4	AtMSQTsnp 8	AtMSQTsnp 9	AtMSQTsnp 10	AtMSQTsnp 11	AtMSQTsnp 12	AtMSQTsnp 14	AtMSQTsnp 15	AtMSQTsnp 18	AtMSQTsnp 21	AtMSQTsnp 22	AtMSQTsnp 27	AtMSQTsnp 29	AtMSQTsnp 30	AtMSQTsnp 31	AtMSQTsnp 38	AtMSQTsnp 40	AtMSQTsnp 41	AtMSQTsnp 47	AtMSQTsnp 48	AtMSQTsnp 49	AtMSQTsnp 53	AtMSQTsnp 54	AtMSQTsnp 57	AtMSQTsnp 58	AtMSQTsnp 60	AtMSQTsnp 62	AtMSQTsnp 63	AtMSQTsnp 65	AtMSQTsnp 67	AtMSQTsnp 69	AtMSQTsnp 76	AtMSQTsnp 85	AtMSQTsnp 87	AtMSQTsnp 88	AtMSQTsnp 90	AtMSQTsnp 91	AtMSQTsnp 92	AtMSQTsnp 97	AtMSQTsnp 100	AtMSQTsnp 101	AtMSQTsnp 104	AtMSQTsnp 108	AtMSQTsnp 114	AtMSQTsnp 118	AtMSQTsnp 123	AtMSQTsnp 126	AtMSQTsnp 128	AtMSQTsnp 129	AtMSQTsnp 130	AtMSQTsnp 132	AtMSQTsnp 138	AtMSQTsnp 140	AtMSQTsnp 142	AtMSQTsnp 143	AtMSQTsnp 145	AtMSQTsnp 155	AtMSQTsnp 156	AtMSQTsnp 159	AtMSQTsnp 164	AtMSQTsnp 169	AtMSQTsnp 170	AtMSQTsnp 173	AtMSQTsnp 174	AtMSQTsnp 177	AtMSQTsnp 184	AtMSQTsnp 186	AtMSQTsnp 187	AtMSQTsnp 188	AtMSQTsnp 189	AtMSQTsnp 191	AtMSQTsnp 194	AtMSQTsnp 197	AtMSQTsnp 198	AtMSQTsnp 203	AtMSQTsnp 205	AtMSQTsnp 214	AtMSQTsnp 220	AtMSQTsnp 222	AtMSQTsnp 223	AtMSQTsnp 231	AtMSQTsnp 232	AtMSQTsnp 235	AtMSQTsnp 237	AtMSQTsnp 242	AtMSQTsnp 244	AtMSQTsnp 249	AtMSQTsnp 254	AtMSQTsnp 260	AtMSQTsnp 263	AtMSQTsnp 266	AtMSQTsnp 267	AtMSQTsnp 274	AtMSQTsnp 278	AtMSQTsnp 279	AtMSQTsnp 281	AtMSQTsnp 282	AtMSQTsnp 285	AtMSQTsnp 286	AtMSQTsnp 288	AtMSQTsnp 292	AtMSQTsnp 294	AtMSQTsnp 300	AtMSQTsnp 304	AtMSQTsnp 306	AtMSQTsnp 307	AtMSQTsnp 310	AtMSQTsnp 312	AtMSQTsnp 315	AtMSQTsnp 321	AtMSQTsnp 323	AtMSQTsnp 325	AtMSQTsnp 331	AtMSQTsnp 334	AtMSQTsnp 343	AtMSQTsnp 350	AtMSQTsnp 351	AtMSQTsnp 355	AtMSQTsnp 358	AtMSQTsnp 359	AtMSQTsnp 360	AtMSQTsnp 361	AtMSQTsnp 368	AtMSQTsnp 370	AtMSQTsnp 372	AtMSQTsnp 373	AtMSQTsnp 378	AtMSQTsnp 379	AtMSQTsnp 388	AtMSQTsnp 390	AtMSQTsnp 392	AtMSQTsnp 394	AtMSQTsnp 395	AtMSQTsnp 397	AtMSQTsnp 398	AtMSQTsnp 399	AtMSQTsnp 404	AtMSQTsnp 406	AtMSQTsnp 408	AtMSQTsnp 409	AtMSQTsnp 410	AtMSQTsnp 412	AtMSQTsnp 415
5210	UKSE06-432	1	1	1	3	1	4	1	4	2	3	4	1	1	1	2	3	1	2	4	2	2	4	2	3	4	2	1	1	2	3	3	4	4	4	2	3	4	1	3	2	3	3	2	1	1	3	1	3	3	3	4	4	4	2	2	1	2	1	2	2	2	4	1	1	1	3	4	4	1	2	1	2	4	3	4	4	2	3	3	3	1	1	2	1	2	2	3	1	2	2	4	4	4	4	1	4	2	4	4	2	3	4	3	3	4	2	4	2	4	4	1	3	2	2	2	4	3	3	4	3	3	4	1	1	3	1	1	2	3	2	4	1	1	1	3	3	1	2	1	1	2	1	1	3
5211	UKSE06-433	3	2	1	0	3	9	3	4	9	2	4	3	6	4	4	4	1	2	2	5	2	9	9	1	4	8	1	1	2	3	3	3	2	1	4	1	4	3	3	2	3	3	2	1	0	6	3	1	3	3	4	4	4	1	2	1	4	1	2	2	1	3	1	1	1	3	1	4	1	2	1	2	1	1	4	1	2	3	0	4	1	3	0	1	2	4	1	6	5	5	9	10	9	0	6	4	9	7	4	8	1	0	3	6	4	3	1	1	4	1	5	3	2	3	2	4	1	3	4	1	4	4	3	3	1	0	1	2	1	1	2	1	1	1	3	3	3	4	1	1	2	3	1	1
5212	UKSE06-436	3	2	1	4	1	4	3	4	4	2	2	3	1	4	4	3	2	3	2	1	4	2	4	3	4	2	1	1	2	3	3	4	2	4	2	3	4	1	3	2	3	3	2	1	1	1	1	3	4	1	4	4	2	1	2	2	2	1	2	2	2	4	2	1	3	3	4	4	1	4	1	1	4	3	2	1	4	3	1	3	3	1	2	3	4	2	3	1	2	2	4	3	4	3	1	2	2	4	2	2	1	4	4	1	0	2	1	2	4	4	2	1	4	2	4	2	1	1	3	1	4	4	1	1	3	0	1	3	1	1	2	3	1	1	3	3	3	2	3	1	2	1	1	3
5213	UKSE06-437	3	2	1	3	3	2	3	1	2	3	2	3	1	4	4	3	2	2	4	2	2	2	4	1	2	2	1	3	2	3	3	4	2	1	4	3	4	1	1	2	3	3	2	1	1	3	3	3	3	3	4	4	2	1	2	2	2	3	4	2	2	4	2	1	3	3	4	1	1	2	3	1	1	3	2	4	2	3	3	4	3	1	0	1	2	2	3	1	2	2	4	4	2	4	1	4	2	1	4	2	3	2	10	1	4	2	1	1	4	4	2	1	4	2	4	2	1	1	3	1	4	4	1	3	3	3	0	2	1	2	2	3	3	1	3	3	3	2	1	1	2	1	1	1
5214	UKSE06-438	3	2	1	3	3	2	3	1	2	3	2	3	1	4	4	3	2	2	4	2	2	2	4	1	2	2	1	3	2	3	3	4	2	1	4	3	4	1	1	2	3	3	2	1	1	3	3	3	3	3	4	4	2	1	2	2	2	3	4	2	2	4	2	1	3	3	4	1	1	2	3	1	1	3	2	4	2	3	3	4	3	1	0	1	2	2	3	1	2	2	4	4	2	4	1	4	2	1	4	2	3	2	10	1	4	2	1	1	4	4	2	1	4	2	4	2	1	1	3	1	4	4	1	3	3	0	3	2	1	2	2	3	3	1	3	3	3	2	1	1	2	1	1	1
5215	UKSE06-439	3	2	1	3	3	2	3	1	2	3	2	3	1	4	4	3	2	2	4	2	2	2	4	1	2	2	1	3	2	3	3	4	2	1	4	3	4	1	1	2	3	3	2	1	1	3	3	3	3	3	4	4	2	1	2	2	2	3	4	2	2	4	2	1	3	3	4	1	1	2	3	1	1	3	2	4	2	3	3	4	3	1	0	1	2	2	3	1	2	2	4	4	2	4	1	4	2	1	4	2	3	2	10	1	4	2	1	1	4	4	2	1	4	2	4	2	1	1	3	1	4	4	1	3	3	3	6	2	1	0	2	3	3	1	3	3	3	2	1	1	2	1	1	1
5216	UKSE06-440	3	2	1	3	3	2	3	4	2	2	4	3	3	4	4	4	1	2	2	2	2	2	2	1	4	3	1	1	1	1	3	3	9	1	4	6	4	6	6	2	3	3	2	1	1	1	1	3	4	1	2	2	4	2	2	1	2	6	9	2	5	3	1	3	1	3	4	4	1	2	1	2	1	1	4	1	2	3	3	4	1	3	5	1	2	4	1	1	1	2	4	3	2	4	3	4	4	1	4	2	1	2	3	1	4	3	1	1	4	1	1	3	2	3	2	4	1	3	4	1	4	4	3	3	3	1	3	3	1	2	2	3	1	1	3	3	3	4	1	1	2	3	1	1
5217	UKSE06-446	3	2	1	4	1	4	3	4	4	2	2	3	1	4	4	3	2	2	4	2	2	2	4	1	2	2	1	3	2	3	3	4	2	1	4	3	4	1	1	2	3	3	2	1	1	3	3	3	3	3	4	4	2	1	2	2	2	3	4	2	2	4	2	1	3	3	4	1	1	2	3	1	1	3	2	4	2	3	3	4	3	1	0	3	4	2	3	1	1	2	4	3	9	3	3	2	2	1	4	2	3	2	3	3	4	2	1	2	4	4	2	1	4	2	4	2	1	1	3	1	4	4	1	3	3	0	6	2	1	2	2	3	3	1	4	3	1	4	1	1	2	3	1	1
5218	UKSE06-447	3	2	1	4	1	4	3	4	4	2	2	3	1	4	4	3	2	2	4	2	2	2	4	1	2	2	1	3	2	3	3	4	2	1	4	3	4	1	1	2	3	3	2	1	1	3	3	3	3	3	4	4	2	1	2	2	2	3	4	2	2	4	2	1	3	3	4	1	1	2	3	1	1	3	2	4	2	3	3	4	3	1	0	3	4	2	3	1	1	2	4	3	9	3	3	2	2	1	4	2	3	2	3	3	4	2	1	2	4	4	2	1	4	2	4	2	1	1	3	1	4	4	1	3	3	0	6	2	1	2	2	3	3	1	4	3	1	4	1	1	2	3	1	1
5219	UKSE06-448	3	2	1	0	1	4	3	4	4	2	2	3	1	4	4	3	2	2	4	2	2	2	4	1	2	2	1	3	2	3	3	4	2	1	4	3	4	1	1	2	3	3	2	1	1	3	3	3	3	3	4	4	2	1	2	2	2	3	4	2	2	4	2	1	3	3	4	1	1	2	3	1	1	3	2	4	2	3	3	4	3	1	0	3	4	2	3	1	1	2	4	3	9	0	3	2	2	1	4	2	3	2	3	3	4	2	1	2	4	4	2	1	4	2	4	2	1	1	3	1	4	4	1	3	3	0	0	2	1	2	2	3	3	1	4	3	1	4	1	1	2	3	1	1
5220	UKSE06-449	3	2	1	4	1	4	3	4	4	2	2	3	1	4	4	3	2	2	4	2	2	2	4	1	2	2	1	3	2	3	3	4	2	1	4	3	4	1	1	2	3	3	2	1	1	3	3	3	3	3	4	4	0	1	2	2	2	3	4	2	2	4	2	1	3	3	4	1	1	2	3	1	1	3	2	4	2	3	3	4	3	1	0	3	4	2	3	1	1	2	4	3	9	3	3	2	2	1	4	2	3	2	3	3	4	2	1	2	4	4	2	1	4	2	4	2	1	1	3	1	4	4	1	3	3	0	1	2	1	2	2	3	3	1	4	3	1	4	1	1	2	3	1	1
5221	UKSE06-450	3	2	1	3	3	2	3	4	2	2	2	1	1	4	4	4	1	2	2	1	2	4	4	1	4	2	1	1	2	3	3	3	4	1	4	1	4	3	3	2	3	3	2	1	1	1	1	3	4	1	2	2	4	2	2	1	2	3	4	2	2	3	1	3	1	3	4	4	4	2	1	2	4	1	4	4	2	1	1	4	1	3	0	1	2	4	1	1	1	2	2	4	4	4	1	4	2	4	4	3	1	4	3	1	4	3	1	1	4	1	2	3	2	3	2	4	3	3	3	3	3	3	3	3	1	0	1	2	1	1	2	1	1	1	3	3	3	4	1	1	2	3	1	1
5223	UKSE06-452	3	2	1	3	3	4	3	4	4	2	4	3	3	4	4	4	1	2	2	2	2	2	2	1	4	3	1	1	1	1	3	3	2	1	4	1	4	3	3	2	3	3	2	1	6	6	3	1	3	3	4	4	4	1	2	1	9	1	2	2	1	3	1	1	1	3	1	4	1	2	1	2	1	1	4	1	2	3	0	4	1	3	5	1	2	4	1	6	5	5	9	10	9	4	6	4	2	4	4	3	1	4	3	1	4	3	1	1	4	1	1	3	2	3	2	4	1	3	4	1	4	4	3	3	1	0	1	2	1	1	2	1	1	1	3	3	6	4	1	1	2	3	1	1
5224	UKSE06-453	3	2	1	3	3	4	1	1	2	2	2	3	1	1	4	4	2	2	4	1	2	4	4	3	4	3	1	1	2	3	3	3	4	4	2	3	4	1	1	2	3	1	4	3	1	1	1	1	3	3	2	4	4	2	4	1	2	3	4	2	2	4	1	1	1	3	4	4	1	2	3	1	1	1	2	1	4	3	1	4	1	1	0	1	2	2	3	1	2	2	4	4	4	3	1	4	2	4	4	2	1	2	3	1	4	2	1	2	4	4	2	1	2	2	4	2	1	1	4	3	3	3	1	1	3	1	3	2	1	2	2	3	1	1	3	2	1	2	3	1	2	1	1	3
5225	UKSE06-454	3	2	1	3	3	2	3	1	2	3	2	3	1	4	2	3	2	2	2	1	4	2	4	3	4	3	1	1	2	1	3	3	4	4	2	3	4	1	1	2	3	1	4	1	1	3	3	3	4	1	4	4	4	2	2	1	2	3	4	2	2	4	2	1	3	3	4	1	1	2	3	1	4	3	4	4	4	1	1	4	3	1	2	1	2	2	3	3	2	2	4	4	2	4	1	4	4	4	2	2	3	2	10	1	4	2	1	1	4	4	2	3	4	2	2	2	3	1	4	3	4	0	1	1	3	1	0	2	1	0	2	3	1	3	3	3	3	2	1	1	2	1	1	1
5226	UKSE06-455	3	2	1	4	1	2	1	4	4	2	2	3	1	4	4	3	2	3	2	1	2	4	4	1	4	2	1	1	2	1	1	4	2	4	2	3	4	1	3	2	1	3	4	1	1	3	3	3	3	1	4	2	2	2	2	2	2	3	4	4	2	4	2	1	3	3	4	1	1	4	3	1	4	3	2	1	4	1	3	4	1	3	0	1	2	2	3	1	2	2	4	3	4	3	1	2	2	4	2	2	1	4	4	1	4	2	1	2	2	4	2	3	2	3	4	2	1	1	4	1	4	4	1	1	3	0	1	3	1	2	2	3	3	1	3	3	1	2	1	1	2	3	1	1
5227	UKSE06-461	3	2	1	4	1	2	1	4	4	2	2	3	1	4	4	3	2	3	2	1	2	4	4	1	4	2	1	1	2	1	1	4	2	4	2	3	4	1	3	2	1	3	4	1	1	3	3	3	3	1	4	2	0	2	2	2	2	3	4	4	2	4	2	1	3	3	4	1	1	4	3	1	4	3	2	1	4	1	3	4	1	3	0	1	2	2	3	1	2	2	4	3	4	3	1	2	2	4	2	2	1	4	4	1	4	2	1	2	2	4	2	3	2	3	4	2	1	1	4	1	4	4	1	1	0	0	1	3	1	2	2	3	3	1	3	3	1	2	1	1	2	3	1	1
5228	UKSE06-462	3	2	1	3	3	2	3	1	2	3	2	3	1	4	2	0	2	0	2	1	2	0	4	0	4	2	1	1	2	1	1	0	0	4	2	3	4	1	3	2	3	0	4	1	1	0	3	0	0	1	4	4	4	0	0	1	2	3	4	2	2	4	2	1	3	0	4	1	0	0	3	0	4	0	0	0	4	1	1	4	3	1	2	1	2	0	3	3	2	2	0	0	2	4	1	0	4	4	0	2	3	2	10	0	4	2	1	5	9	0	2	3	4	2	0	0	3	1	4	3	0	3	1	1	0	0	0	0	1	2	2	3	0	3	0	3	3	2	1	0	0	1	1	1
5229	UKSE06-463	3	2	1	4	1	2	1	4	4	2	2	3	1	4	4	3	2	3	2	1	4	2	4	3	4	2	1	3	2	3	3	4	2	1	4	3	4	1	1	2	3	1	4	3	1	3	3	3	3	3	4	4	2	1	2	2	2	3	4	2	2	4	2	1	3	3	4	1	1	2	3	1	1	3	2	1	4	1	3	4	3	1	0	3	2	2	3	1	2	2	4	3	9	3	3	2	2	4	4	2	3	4	4	3	4	2	1	2	4	4	2	1	4	2	4	2	1	1	3	1	4	4	1	3	3	0	3	2	3	2	2	3	3	1	3	3	1	2	1	1	2	3	1	1
5230	UKSE06-464	3	2	1	3	3	2	3	1	2	3	2	3	1	4	2	3	2	2	2	1	4	2	4	3	4	3	1	1	2	1	3	3	4	4	2	3	4	1	1	2	3	1	4	1	1	3	3	3	4	1	4	4	4	2	2	1	2	3	4	2	2	4	2	1	3	3	4	1	1	2	3	1	4	3	4	4	4	1	1	4	3	1	2	1	2	2	3	3	2	2	4	4	2	4	1	4	4	4	2	2	3	2	10	1	4	2	1	1	4	4	2	3	4	2	2	2	3	1	4	3	4	3	1	1	3	1	3	2	1	2	2	3	1	3	3	3	3	2	1	1	2	1	1	1
5231	UKSE06-465	3	2	1	3	3	2	3	4	4	2	2	6	6	4	4	4	1	2	2	1	2	4	4	1	4	2	1	1	2	1	3	3	2	1	4	3	4	1	1	2	3	3	2	1	1	6	6	1	3	3	4	4	4	1	2	1	9	6	9	2	2	3	1	3	1	3	4	4	1	2	1	2	1	1	4	1	2	3	3	4	1	3	0	1	2	4	1	1	1	2	2	4	4	4	1	4	2	4	4	3	1	4	3	3	4	3	4	1	4	4	1	3	2	3	2	4	1	3	4	1	4	4	3	3	3	1	3	3	1	1	2	1	1	1	3	3	3	4	1	1	2	3	1	1
5232	UKSE06-466	3	2	1	4	1	4	3	4	4	2	2	3	1	4	4	0	2	0	2	1	4	0	4	0	4	2	1	1	2	3	3	0	0	1	4	3	2	1	3	3	3	0	4	1	1	0	3	0	0	3	4	4	4	0	0	2	2	3	4	2	2	4	2	1	3	0	4	1	0	0	3	0	4	0	0	0	2	1	1	4	3	1	0	3	4	0	3	1	1	2	0	0	4	4	3	0	2	4	0	3	1	2	4	0	4	3	1	1	4	0	2	1	4	2	0	0	3	1	4	3	0	4	1	3	0	0	0	0	1	0	2	3	0	3	0	3	1	2	1	0	0	3	1	1
5233	UKSE06-467	3	2	1	4	1	2	1	4	4	2	2	3	1	4	4	3	2	3	2	1	4	2	4	3	4	2	1	3	2	3	3	4	2	1	4	3	4	1	1	2	3	1	4	3	1	3	3	3	3	3	4	4	2	1	2	2	2	3	4	2	2	4	2	1	3	3	4	1	1	2	3	1	1	3	2	1	4	1	3	4	3	1	0	3	2	2	3	1	2	2	4	3	9	3	3	2	2	4	4	2	3	4	4	3	4	2	1	2	4	4	2	1	4	2	4	2	1	1	3	1	4	4	1	3	3	3	3	2	3	2	2	3	3	1	3	3	1	2	1	1	2	3	1	1
5234	UKSE06-468	3	2	1	3	3	9	6	1	2	8	2	3	1	7	9	10	2	2	9	1	9	9	4	3	4	3	1	1	2	6	3	3	4	4	2	3	4	1	1	2	3	1	4	6	1	6	6	6	10	6	9	4	4	2	9	1	2	3	4	2	2	4	5	1	6	3	4	7	1	2	3	1	7	6	9	7	4	6	1	4	6	1	5	1	2	2	3	6	2	2	4	4	9	10	1	4	9	4	9	2	6	2	0	1	4	2	1	5	4	4	2	6	9	2	9	2	6	1	4	3	10	3	1	1	3	1	3	2	1	2	2	3	1	6	3	0	6	2	6	1	2	1	1	6
5235	UKSE06-469	3	2	1	3	3	4	1	1	2	2	2	3	1	1	4	4	2	2	4	1	2	4	4	3	4	3	1	1	2	3	3	3	4	4	2	3	4	1	1	2	3	1	4	3	1	1	1	1	3	3	2	4	4	2	4	1	2	3	4	2	2	4	1	1	1	3	4	4	1	2	3	1	1	1	2	1	4	3	1	4	1	1	0	1	2	2	3	1	2	2	4	4	4	3	1	4	2	4	4	2	1	2	3	1	4	2	1	2	4	4	2	1	2	2	4	2	1	1	4	3	3	0	1	1	3	1	3	2	1	2	2	3	1	1	3	2	1	2	3	1	2	1	1	3
5236	UKSE06-470	1	1	3	4	3	2	3	4	4	2	2	3	1	1	4	3	1	2	2	1	2	2	4	1	4	2	1	3	2	3	1	4	2	1	4	3	2	1	3	3	1	1	2	3	1	1	1	3	3	3	4	2	4	2	2	1	2	3	4	4	2	3	1	1	1	3	1	1	1	2	3	1	4	3	2	4	4	1	1	3	1	3	2	3	4	2	3	1	2	2	2	3	2	4	1	4	4	4	4	2	3	2	4	1	4	2	1	2	4	4	1	3	4	2	2	2	1	3	4	1	3	4	1	1	1	0	0	2	1	1	2	1	3	3	3	3	1	4	1	3	2	3	1	1
5237	UKSE06-471	3	2	1	3	3	2	3	1	2	3	2	3	1	4	2	3	2	2	2	1	4	2	4	3	4	3	1	1	2	1	3	3	4	4	2	3	4	1	1	2	3	1	4	1	1	3	3	3	4	1	4	4	4	2	2	1	2	3	4	2	2	4	2	1	3	3	4	1	1	2	3	1	4	3	4	4	4	1	1	4	3	1	2	1	2	2	3	3	2	2	4	4	2	4	1	4	4	4	2	2	3	2	10	1	4	2	1	1	4	4	2	3	4	2	2	2	3	1	4	3	4	3	1	1	3	1	3	2	1	0	2	3	1	3	3	3	3	2	1	1	2	1	1	1
5238	UKSE06-472	6	5	6	0	3	9	6	4	4	2	2	3	1	1	4	3	1	2	2	1	2	4	4	3	4	2	1	3	2	3	1	4	2	1	4	3	2	1	3	3	1	1	2	3	1	1	1	3	3	3	4	2	4	2	2	1	2	3	4	2	2	10	1	1	1	3	7	1	1	2	3	1	4	3	2	4	4	1	1	3	1	3	5	6	9	2	3	1	2	2	9	10	9	10	1	4	9	4	4	2	6	2	10	1	4	2	1	2	4	4	1	3	4	2	2	2	1	3	4	1	3	4	1	1	1	0	0	2	1	1	2	1	3	3	3	3	1	4	1	3	2	3	1	1
5239	UKSE06-473	3	2	1	3	3	2	3	1	2	3	2	3	1	4	2	3	2	2	2	1	4	2	4	3	4	3	1	1	2	1	3	3	4	4	2	3	4	1	1	2	3	1	4	1	1	3	3	3	4	1	4	4	4	2	2	1	2	3	4	2	2	4	2	1	3	3	4	1	1	2	3	1	4	3	4	4	4	1	1	4	3	1	2	1	2	2	3	3	2	2	4	4	2	4	1	4	4	4	2	2	3	2	10	1	4	2	1	1	4	4	2	3	4	2	2	2	3	1	4	3	4	0	1	1	3	1	3	2	1	2	2	3	1	3	3	3	3	2	1	1	2	1	1	1
5240	UKSE06-475	3	2	1	3	3	2	3	1	2	3	2	3	1	4	2	3	2	2	2	1	4	2	4	3	4	3	1	1	2	1	3	3	4	4	2	3	4	1	1	2	3	1	4	1	1	3	3	3	4	1	4	4	4	2	2	1	2	3	4	2	2	4	2	1	3	3	4	1	1	2	3	1	4	3	4	4	4	1	1	4	3	1	2	1	2	2	3	3	2	2	4	4	2	0	1	4	4	4	2	2	3	2	10	1	4	2	1	1	4	4	2	3	4	2	2	2	3	1	4	3	4	0	1	1	3	1	3	2	1	2	2	3	1	3	3	3	3	2	1	1	2	1	1	1
5241	UKSE06-476	3	1	3	4	3	4	3	4	4	2	4	3	1	4	4	4	1	3	2	1	4	4	4	1	4	2	1	1	1	1	3	4	4	1	2	1	4	1	1	3	1	3	4	1	3	3	3	3	3	3	4	2	4	1	2	2	4	3	4	2	1	3	1	1	3	3	4	4	4	2	3	2	4	1	4	1	2	3	3	4	3	1	0	3	2	4	1	1	2	2	4	4	4	4	1	2	4	4	4	2	1	4	4	1	2	2	4	1	4	4	2	1	2	2	2	4	3	3	4	1	3	3	1	3	1	1	3	3	1	2	4	3	1	1	3	3	3	4	1	3	2	1	1	3
5242	UKSE06-477	3	2	1	3	3	2	3	1	2	3	2	3	1	4	2	3	2	2	2	1	4	2	4	3	4	3	1	1	2	1	3	3	4	4	2	3	4	1	1	2	3	1	4	1	1	3	3	3	4	1	4	4	4	2	2	1	2	3	4	2	2	4	2	1	3	3	4	1	1	2	3	1	4	3	4	4	4	1	1	4	3	1	2	1	2	2	3	3	2	2	4	4	2	4	1	4	4	4	2	2	3	2	10	1	4	2	1	1	4	4	2	3	4	2	2	2	3	1	4	3	4	0	1	1	3	1	0	2	1	2	2	3	1	3	3	3	3	2	1	1	2	1	1	1
5243	UKSE06-478	3	2	1	3	3	2	3	1	2	3	2	3	1	4	2	3	2	2	2	1	4	2	4	3	4	3	1	1	2	1	3	3	4	4	2	3	4	1	1	2	3	1	4	1	1	3	3	3	4	1	4	4	4	2	2	1	2	3	4	2	2	4	2	1	3	3	4	1	1	2	3	1	4	3	4	4	4	1	1	4	3	1	2	1	2	2	3	3	2	2	4	4	2	4	1	4	4	4	2	2	3	2	10	1	4	2	1	1	4	4	2	3	4	2	2	2	3	1	4	3	4	0	1	1	3	1	3	2	1	2	2	3	1	3	3	3	3	2	1	1	2	1	1	1
5244	UKSE06-481	3	2	1	3	3	4	1	1	2	2	2	3	1	1	4	4	2	2	4	1	2	4	4	3	4	3	1	1	2	3	3	3	4	4	2	3	4	1	1	2	3	1	4	3	1	1	1	1	3	3	2	4	4	2	4	1	2	3	4	2	2	4	1	1	1	3	4	4	1	2	3	1	1	1	2	1	4	3	1	4	1	1	0	1	2	2	3	1	2	2	4	4	4	3	1	4	2	4	4	2	1	2	3	1	4	2	1	2	4	4	2	1	2	2	4	2	1	1	4	3	3	3	1	1	3	1	3	2	1	2	2	3	1	1	3	2	1	2	3	1	2	1	1	3
5245	UKSE06-482	3	2	1	3	3	4	1	1	2	2	2	3	1	1	4	4	2	2	4	1	2	4	4	3	4	3	1	1	2	3	3	3	4	4	2	3	4	1	1	2	3	1	4	3	1	1	1	1	3	3	2	4	4	2	4	1	2	3	4	2	2	4	1	1	1	3	4	4	1	2	3	1	1	1	2	1	4	3	1	4	1	1	0	1	2	2	3	1	2	2	4	4	4	3	1	4	2	4	4	2	1	2	3	1	4	2	1	2	4	4	2	1	2	2	4	2	1	1	4	3	3	3	1	1	3	1	3	2	1	0	2	3	1	1	3	2	1	2	3	1	2	1	1	3
5246	UKSE06-483	3	2	1	4	1	2	1	4	4	2	2	3	1	4	4	3	2	3	2	1	4	2	4	3	4	2	1	3	2	3	3	4	2	1	4	3	4	1	1	2	3	1	4	3	1	3	3	3	3	3	4	4	4	2	4	1	2	3	4	2	2	4	2	1	3	3	4	1	1	2	3	1	1	3	2	1	4	1	3	4	3	1	0	3	2	2	3	1	2	2	4	3	9	0	3	2	2	4	4	2	3	2	3	3	4	2	4	2	4	4	2	1	4	2	4	2	1	1	3	1	4	4	1	3	3	0	3	2	1	2	2	3	3	1	4	3	1	4	1	1	2	3	1	1
5247	UKSE06-484	3	2	1	4	1	2	1	4	4	2	2	3	1	4	4	3	2	3	2	1	4	2	4	3	4	2	1	3	2	3	3	4	2	1	4	3	4	1	1	2	3	1	4	3	1	3	3	3	3	3	4	4	4	2	4	1	2	3	4	2	2	4	2	1	3	3	4	1	1	2	3	1	1	3	2	1	4	1	3	4	3	1	0	3	2	2	3	1	2	2	4	3	9	3	3	2	2	4	4	2	3	2	3	3	4	2	4	2	4	4	2	1	4	2	4	2	1	1	3	1	4	4	1	3	3	0	3	2	1	2	2	3	3	1	4	3	1	4	1	1	2	3	1	1
5250	UKSE06-492	3	1	3	4	3	2	3	4	4	2	2	3	1	1	4	4	2	2	4	1	2	4	4	1	4	2	1	1	2	1	1	4	2	1	2	3	2	1	3	3	3	1	4	3	1	1	1	3	4	1	4	4	4	1	2	1	2	1	2	2	2	3	1	1	3	3	1	4	1	4	1	1	4	3	2	1	4	3	1	3	3	1	2	3	4	2	3	1	2	2	4	4	4	0	3	4	4	4	4	2	3	2	4	1	2	2	1	2	2	4	2	3	4	2	4	2	3	1	3	3	4	0	1	1	1	1	3	3	1	1	2	3	1	1	3	3	3	2	3	1	2	1	1	3
5251	UKSE06-493	3	2	1	4	1	2	1	4	4	2	2	3	1	4	4	3	2	3	2	1	2	4	4	1	4	2	1	1	2	1	1	4	2	4	2	3	4	1	3	2	1	3	4	1	1	3	3	3	4	1	4	4	4	2	2	1	2	3	4	2	2	4	2	1	3	3	4	1	1	2	3	1	4	3	4	1	4	1	3	4	1	3	2	1	2	2	3	1	2	2	4	3	4	3	1	2	2	4	2	2	1	4	4	1	4	2	1	2	2	4	2	3	4	2	2	2	3	1	4	3	4	0	1	1	3	1	3	3	1	2	2	3	1	3	3	3	1	2	1	1	2	3	1	1
5252	UKSE06-499	3	2	1	0	1	2	1	4	4	2	2	3	1	4	4	3	2	3	2	1	2	4	4	1	4	2	1	1	2	1	1	4	2	4	2	3	4	1	3	2	1	3	4	1	1	3	3	3	4	1	4	4	4	2	2	1	2	3	4	2	2	4	2	1	3	3	4	1	1	2	3	1	4	3	4	1	4	1	3	4	1	3	2	1	2	2	3	1	2	2	4	3	4	3	1	2	2	4	2	2	1	4	4	1	4	2	1	2	2	4	2	3	4	2	2	2	3	1	4	3	4	0	1	1	3	1	3	3	1	0	2	3	1	3	3	3	1	2	1	1	2	3	1	1
5253	UKSE06-500	1	2	1	3	3	2	1	1	4	3	2	3	1	4	2	4	1	2	4	2	2	2	2	3	4	3	1	3	2	3	3	4	4	1	2	3	2	1	3	3	3	1	4	3	1	1	1	3	3	3	2	4	2	2	2	1	4	3	4	2	1	4	2	1	1	3	4	4	1	2	1	2	1	1	4	4	2	3	1	4	1	3	1	1	2	2	3	1	2	2	4	3	9	4	1	4	2	4	4	3	1	4	4	1	4	3	1	2	4	4	1	3	2	3	4	2	1	1	4	1	4	3	3	1	1	0	1	2	1	0	2	3	1	1	3	2	1	2	3	1	2	1	1	3
