strain	category	AtMSQTsnp 2	AtMSQTsnp 4	AtMSQTsnp 40	AtMSQTsnp 49	AtMSQTsnp 8	AtMSQTsnp 9	AtMSQTsnp 10	AtMSQTsnp 62	AtMSQTsnp 11	AtMSQTsnp 76	AtMSQTsnp 12	AtMSQTsnp 14	AtMSQTsnp 15	AtMSQTsnp 18	AtMSQTsnp 21	AtMSQTsnp 22	AtMSQTsnp 27	AtMSQTsnp 29	AtMSQTsnp 30	AtMSQTsnp 31	AtMSQTsnp 38	AtMSQTsnp 41	AtMSQTsnp 47	AtMSQTsnp 48	AtMSQTsnp 53	AtMSQTsnp 54	AtMSQTsnp 57	AtMSQTsnp 58	AtMSQTsnp 60	AtMSQTsnp 63	AtMSQTsnp 65	AtMSQTsnp 67	AtMSQTsnp 69	AtMSQTsnp 73	AtMSQTsnp 85	AtMSQTsnp 87	AtMSQTsnp 88	AtMSQTsnp 90	AtMSQTsnp 91	AtMSQTsnp 92	AtMSQTsnp 97	AtMSQTsnp 100	AtMSQTsnp 101	AtMSQTsnp 104	AtMSQTsnp 108	AtMSQTsnp 114	AtMSQTsnp 118	AtMSQTsnp 123	AtMSQTsnp 126	AtMSQTsnp 128	AtMSQTsnp 129	AtMSQTsnp 130	AtMSQTsnp 132	AtMSQTsnp 138	AtMSQTsnp 140	AtMSQTsnp 142	AtMSQTsnp 143	AtMSQTsnp 145	AtMSQTsnp 155	AtMSQTsnp 156	AtMSQTsnp 159	AtMSQTsnp 164	AtMSQTsnp 169	AtMSQTsnp 170	AtMSQTsnp 173	AtMSQTsnp 174	AtMSQTsnp 177	AtMSQTsnp 184	AtMSQTsnp 186	AtMSQTsnp 187	AtMSQTsnp 231	AtMSQTsnp 188	AtMSQTsnp 189	AtMSQTsnp 191	AtMSQTsnp 194	AtMSQTsnp 197	AtMSQTsnp 198	AtMSQTsnp 203	AtMSQTsnp 205	AtMSQTsnp 214	AtMSQTsnp 220	AtMSQTsnp 222	AtMSQTsnp 223	AtMSQTsnp 232	AtMSQTsnp 235	AtMSQTsnp 237	AtMSQTsnp 242	AtMSQTsnp 244	AtMSQTsnp 286	AtMSQTsnp 249	AtMSQTsnp 300	AtMSQTsnp 304	AtMSQTsnp 254	AtMSQTsnp 260	AtMSQTsnp 263	AtMSQTsnp 266	AtMSQTsnp 267	AtMSQTsnp 274	AtMSQTsnp 278	AtMSQTsnp 279	AtMSQTsnp 281	AtMSQTsnp 282	AtMSQTsnp 285	AtMSQTsnp 288	AtMSQTsnp 292	AtMSQTsnp 294	AtMSQTsnp 306	AtMSQTsnp 307	AtMSQTsnp 310	AtMSQTsnp 312	AtMSQTsnp 315	AtMSQTsnp 360	AtMSQTsnp 321	AtMSQTsnp 323	AtMSQTsnp 325	AtMSQTsnp 327	AtMSQTsnp 331	AtMSQTsnp 388	AtMSQTsnp 397	AtMSQTsnp 399	AtMSQTsnp 334	AtMSQTsnp 343	AtMSQTsnp 350	AtMSQTsnp 351	AtMSQTsnp 355	AtMSQTsnp 358	AtMSQTsnp 359	AtMSQTsnp 361	AtMSQTsnp 368	AtMSQTsnp 370	AtMSQTsnp 372	AtMSQTsnp 373	AtMSQTsnp 378	AtMSQTsnp 379	AtMSQTsnp 390	AtMSQTsnp 392	AtMSQTsnp 394	AtMSQTsnp 395	AtMSQTsnp 398	AtMSQTsnp 404	AtMSQTsnp 406	AtMSQTsnp 408	AtMSQTsnp 409	AtMSQTsnp 410	AtMSQTsnp 412	AtMSQTsnp 415
2ND 96_Or-1_C05	2ND	1	2	3	4	1	0	3	1	4	2	1	4	2	2	4	3	0	4	0	4	2	4	0	2	4	1	2	0	0	1	3	0	4	2	1	4	1	4	0	0	2	3	3	2	3	3	1	3	1	3	0	4	2	0	1	2	1	2	0	0	4	0	3	0	1	3	3	0	0	4	3	2	0	1	4	1	2	4	0	3	3	3	1	1	0	2	2	1	0	3	1	4	2	2	4	3	2	4	3	4	2	1	2	1	2	4	3	4	1	4	4	0	2	3	4	3	0	2	3	1	2	2	3	3	4	3	4	1	0	1	0	3	2	3	2	0	3	1	3	2	0	3	4	1	1	3
2ND 96_Rev-1_C02	2ND	3	1	2	2	3	4	3	3	4	2	3	4	4	2	2	1	0	1	0	4	1	2	0	2	2	3	4	0	0	2	3	0	3	4	1	2	3	4	0	0	3	3	1	2	3	3	1	1	3	4	0	4	4	4	1	2	2	2	0	0	4	0	3	0	1	1	3	0	0	4	3	2	0	2	1	1	4	1	0	3	3	4	1	1	0	2	4	3	0	1	3	4	2	1	4	4	2	3	1	4	2	1	4	3	2	4	2	1	1	4	4	0	1	3	2	3	0	2	4	3	2	4	1	3	4	3	4	3	0	3	1	1	3	3	2	0	1	1	3	2	0	1	2	1	1	3
2ND 96_San-2_F02	2ND	1	1	2	2	3	4	3	1	4	2	1	4	2	3	2	1	0	1	0	4	1	4	0	2	4	3	4	0	0	2	1	0	3	4	1	2	3	4	0	0	3	3	1	2	3	3	1	1	3	3	0	4	4	4	1	2	1	4	0	0	2	0	3	0	1	1	1	0	0	4	3	2	0	2	4	1	4	1	0	1	1	4	1	1	0	2	4	1	0	1	3	4	2	1	4	4	0	3	1	4	4	4	4	3	4	4	3	4	1	4	1	0	1	1	4	3	0	2	4	3	2	2	1	1	4	3	4	3	0	3	0	1	3	1	2	0	1	1	3	2	0	1	4	1	1	3
2ND 96_Tottarp 2_G05	2ND	3	1	3	2	1	4	1	1	2	2	1	1	2	2	2	1	0	4	0	3	1	4	0	4	2	1	4	0	0	2	1	0	3	2	1	2	3	4	0	0	2	3	3	4	0	3	3	1	3	3	0	4	4	4	1	4	2	4	0	0	4	0	4	0	1	3	1	0	0	1	0	2	0	1	4	1	4	4	0	3	3	4	1	1	0	2	4	1	0	1	1	4	2	0	2	4	2	4	3	4	4	4	4	1	4	3	2	4	1	4	4	0	2	1	2	4	0	2	3	3	2	2	3	1	4	1	3	3	0	3	1	1	3	3	4	0	3	1	2	2	0	3	4	1	1	3
2ND 96_Ull 1-1_H02	2ND	1	1	3	2	1	3	3	3	4	4	1	4	2	2	2	3	0	7	0	3	1	2	0	2	2	3	4	0	0	2	1	0	3	2	1	2	3	4	0	0	3	3	3	2	1	3	3	3	3	3	0	4	4	4	2	2	1	4	0	0	2	0	3	0	3	3	3	0	0	4	1	2	3	1	4	1	2	1	0	1	3	4	3	1	0	2	2	3	0	1	3	4	2	1	4	3	2	4	3	2	4	4	4	3	4	3	3	1	1	2	4	0	1	1	2	4	0	2	3	3	2	4	3	3	4	3	4	3	0	1	1	3	3	3	2	0	3	3	2	2	0	1	4	1	1	3
2ND 96_Vastervik_A02	2ND	1	1	3	4	1	3	3	1	4	4	1	4	2	3	4	3	0	4	0	3	2	2	0	2	4	3	4	0	0	1	1	0	3	4	4	2	1	2	0	0	3	3	1	2	1	3	1	3	3	3	0	2	2	4	1	2	2	2	0	0	4	0	3	0	3	3	3	0	0	1	3	4	0	1	1	1	4	4	0	1	3	4	1	0	0	2	4	1	0	1	3	4	2	2	4	4	0	3	3	2	2	4	4	1	4	4	3	1	1	4	1	0	2	1	2	4	0	1	3	1	4	2	3	3	4	1	3	1	0	3	0	3	3	3	4	0	1	1	2	2	0	1	4	1	1	3
2ND 96_Vimmerby_D01	2ND	1	2	2	2	3	4	3	1	4	4	3	4	2	2	4	1	0	4	0	3	1	2	0	2	2	1	4	0	0	2	1	0	3	4	1	2	3	2	0	0	2	1	3	2	3	3	3	1	3	4	0	2	2	4	1	4	1	2	0	0	4	0	3	0	1	3	3	0	0	1	1	2	3	1	4	1	4	4	0	3	3	3	3	1	0	2	4	1	0	3	3	2	1	2	4	4	0	3	1	2	2	1	4	1	4	4	2	1	1	2	4	0	2	3	4	3	0	2	3	1	2	4	1	3	4	3	4	3	0	3	0	3	2	1	2	0	1	1	2	2	0	1	4	1	1	3
2ND 96_Vinslov_A06	2ND	1	2	2	2	1	4	3	3	4	2	1	1	4	2	0	3	0	4	0	3	1	2	0	2	4	1	4	0	0	2	3	0	3	4	1	2	3	4	0	0	3	3	3	4	1	3	1	1	3	3	0	4	2	4	1	2	1	2	0	0	4	0	3	0	3	1	3	0	0	4	3	2	0	2	4	3	2	1	0	1	3	4	3	1	0	2	4	3	0	3	1	4	2	1	2	4	2	4	3	2	4	4	4	1	2	3	3	1	1	4	4	4	2	3	2	3	0	2	3	3	2	4	3	1	4	1	4	1	0	3	0	3	3	3	2	0	1	1	3	2	0	3	2	1	4	1
French Eco#1_Fr 100 CAM45_G02	French	3	2	2	4	1	4	3	1	4	2	1	1	2	2	0	3	0	4	0	4	1	4	0	4	4	1	4	0	0	2	1	3	4	2	1	2	3	4	0	0	3	3	1	4	1	1	3	1	3	4	0	4	4	9	1	2	2	2	0	0	4	0	4	0	1	1	3	1	0	1	3	4	3	1	1	1	4	4	0	1	3	3	3	0	0	2	2	3	0	1	1	2	2	2	4	4	2	3	1	4	2	4	4	3	2	4	3	1	2	4	4	0	2	3	2	3	3	2	3	1	4	2	1	1	4	1	4	1	0	1	1	0	3	1	2	3	1	1	3	4	0	3	4	1	1	1
French Eco#1_Fr 11 ALL2-3_D07	French	3	1	2	2	3	3	3	1	4	4	1	1	2	2	2	3	0	1	0	3	1	2	0	2	4	1	4	0	0	2	3	1	4	4	1	2	3	2	0	3	3	1	1	2	1	1	3	1	1	3	0	2	4	4	2	2	1	2	0	0	4	0	3	0	3	3	3	0	0	1	1	2	3	1	4	3	4	1	0	1	1	3	1	2	3	4	2	1	0	1	1	4	1	1	2	4	2	3	3	2	4	4	4	1	2	3	2	7	1	2	4	0	1	1	4	4	2	2	4	1	4	2	3	1	4	1	3	1	0	3	1	3	3	3	2	3	3	1	2	2	0	1	2	1	1	1
French Eco#1_Fr 116 CAM61_D04	French	3	2	2	4	1	4	3	3	2	4	3	4	4	2	2	3	0	4	0	3	1	4	0	4	4	1	4	0	0	2	3	3	4	2	1	2	3	4	0	0	2	3	1	4	1	1	3	1	3	4	0	4	4	0	1	2	2	2	0	0	4	0	4	0	1	1	3	1	0	1	3	2	3	1	1	1	4	4	0	1	3	3	3	0	0	2	2	3	0	1	1	2	2	1	4	4	2	3	1	4	2	4	4	1	2	4	3	1	2	4	4	0	1	1	2	4	2	2	3	1	4	2	1	1	4	1	4	1	0	1	1	1	3	1	2	3	1	1	3	4	0	3	4	1	1	1
French Eco#1_Fr 118 CAM63_F04	French	3	2	2	4	1	4	3	3	2	4	3	4	4	2	2	3	0	4	0	3	1	4	0	4	4	1	4	0	0	2	3	0	4	2	1	2	3	4	0	0	2	3	1	4	1	1	3	1	3	4	0	4	4	2	1	2	2	2	0	0	4	0	4	0	0	1	3	1	0	1	3	2	3	1	1	1	4	4	0	1	3	3	3	0	0	2	2	3	0	1	1	2	2	1	4	4	0	3	1	4	2	4	4	1	2	4	3	1	2	4	4	0	1	1	2	4	2	2	3	1	4	2	1	1	4	1	4	1	0	1	1	3	3	1	2	3	1	1	3	4	0	3	4	1	1	1
French Eco#1_Fr 12 ALL2-4_E07	French	3	1	2	2	3	3	3	1	4	4	1	1	2	2	2	3	0	1	0	3	1	2	0	2	4	1	4	0	0	2	3	1	4	4	1	2	3	2	0	3	3	1	1	2	1	1	3	1	1	3	0	2	4	4	2	2	1	2	0	0	4	0	3	0	3	3	3	0	0	1	1	2	3	1	4	3	4	1	0	1	1	3	1	2	3	4	2	1	0	1	1	4	1	1	2	4	2	3	3	2	4	4	4	1	2	3	2	4	1	2	4	0	1	1	4	4	2	2	4	1	4	2	3	1	4	1	3	1	0	3	1	3	3	3	2	3	3	1	2	2	0	1	2	1	1	1
French Eco#1_Fr 132 MOG-37_B04	French	3	2	2	2	1	4	0	3	2	2	3	4	4	0	0	3	0	1	0	4	0	0	0	4	2	1	4	0	0	2	0	0	4	0	4	0	3	4	0	0	2	3	3	4	1	1	3	1	3	3	0	4	4	4	1	4	1	0	0	0	2	0	4	0	0	3	1	0	0	4	1	4	0	1	1	1	2	4	0	3	1	4	3	0	0	0	2	1	0	1	1	4	1	1	2	3	0	0	3	4	4	4	4	3	2	3	3	1	1	2	1	0	2	3	2	3	0	2	4	1	0	2	1	3	4	3	4	1	0	3	1	1	3	0	2	0	3	3	3	2	0	1	2	1	1	1
French Eco#1_Fr 136 MOG-44_B01	French	3	1	2	2	1	3	3	3	2	4	1	4	4	2	2	3	0	1	0	3	1	4	0	2	4	1	4	0	0	2	1	1	4	2	4	0	3	2	0	0	3	3	1	4	1	3	3	1	3	3	0	4	4	4	2	4	1	2	0	0	4	0	4	0	1	3	1	4	0	1	1	0	3	1	1	1	2	4	0	1	3	3	3	0	0	2	2	1	0	1	1	2	1	1	4	3	0	4	3	4	4	4	4	3	2	3	3	1	1	2	1	0	2	3	2	4	0	2	3	1	2	2	1	1	4	3	4	1	0	1	1	1	2	3	2	3	3	1	3	2	0	1	2	3	1	1
French Eco#1_Fr 143 MOG-57_A04	French	0	5	2	9	1	10	3	3	4	9	3	7	0	2	2	3	0	7	0	10	1	2	0	9	0	1	4	0	0	2	1	0	10	0	4	0	3	4	0	0	8	3	1	4	6	6	6	6	0	3	0	2	4	4	1	9	0	4	0	0	9	0	0	0	3	3	6	0	0	1	1	0	0	5	1	1	9	4	0	0	6	10	6	0	0	0	9	1	0	1	3	4	0	0	2	3	0	3	3	9	9	7	4	3	9	3	3	1	1	2	1	0	2	6	2	10	0	0	10	6	9	2	3	1	0	3	10	1	0	1	6	6	8	0	0	3	3	6	8	2	0	1	9	1	1	6
French Eco#1_Fr 144 MOG-58_G03	French	3	2	2	4	1	3	3	3	4	2	3	4	2	2	0	3	0	4	0	3	2	2	0	2	4	1	4	0	0	2	1	0	4	2	1	2	3	4	0	0	3	3	1	2	3	3	3	1	3	3	0	4	4	4	2	4	1	2	0	0	4	0	4	0	0	3	1	4	0	1	3	4	0	1	4	1	4	4	0	3	1	3	1	0	0	4	2	3	0	1	1	4	2	1	2	4	2	4	3	4	2	1	4	3	2	3	3	1	1	4	4	0	1	3	2	4	2	2	3	1	4	2	1	3	4	3	4	1	0	3	1	1	3	3	2	3	3	1	2	2	0	1	4	1	1	3
French Eco#1_Fr 150 MIB-10_H12	French	3	2	3	2	1	4	3	3	4	4	1	4	4	2	2	3	0	4	0	10	1	4	0	4	2	0	2	0	0	2	1	1	4	2	4	2	3	4	0	0	2	3	1	2	3	1	3	3	3	3	0	2	2	2	0	4	1	4	0	0	4	0	4	0	1	3	3	1	0	0	3	4	3	1	4	3	9	0	0	6	1	3	6	0	3	2	2	3	0	6	1	4	2	1	4	4	0	4	1	2	2	4	4	3	2	3	3	1	1	2	4	0	2	3	2	0	2	1	3	1	4	0	3	1	4	3	4	1	0	1	1	1	3	3	2	3	3	1	3	2	0	3	2	1	1	3
French Eco#1_Fr 154 MIB-15_C11	French	3	2	3	2	1	3	3	1	4	4	1	1	2	2	9	6	0	4	0	10	1	0	0	2	4	1	4	0	0	1	3	0	4	4	1	0	3	2	0	0	3	3	1	2	1	1	3	6	6	3	0	2	4	4	2	9	5	2	0	0	9	0	4	0	0	3	3	0	0	1	1	2	0	1	4	1	2	4	0	1	3	10	3	2	0	0	4	3	0	1	3	4	5	2	4	4	0	4	3	4	2	4	2	1	2	3	2	4	1	2	4	0	2	1	2	4	0	2	3	1	2	2	1	1	4	3	4	1	0	3	1	3	3	3	2	1	3	3	3	2	0	6	9	6	1	6
French Eco#1_Fr 16 CUR-3_G12	French	3	2	2	4	3	4	3	1	2	4	1	1	4	2	4	3	0	4	0	3	1	2	0	2	2	1	4	0	0	2	1	0	4	2	1	0	3	2	0	0	3	3	1	4	1	1	1	3	0	3	0	4	4	0	1	4	1	2	0	0	4	0	3	0	3	1	1	0	0	1	3	2	0	1	4	1	4	1	0	3	3	3	1	1	0	2	2	3	0	1	3	2	1	1	4	3	2	3	1	4	2	4	4	3	2	3	3	1	2	4	4	0	2	1	2	3	0	1	3	1	2	2	3	3	4	1	3	1	0	1	1	1	2	1	2	3	3	3	2	2	0	1	2	1	1	1
French Eco#1_Fr 164 MIB-27_C08	French	3	2	2	4	1	3	3	1	4	4	1	4	4	2	2	3	0	4	0	4	2	4	0	2	4	1	4	0	0	1	3	3	4	2	1	2	3	2	0	3	2	3	3	2	1	3	1	3	3	3	0	4	4	4	2	4	2	4	0	0	2	0	3	0	1	1	3	1	0	1	3	2	3	1	4	1	2	1	0	1	3	3	3	0	0	4	4	3	0	1	1	4	1	2	4	4	2	3	1	4	2	4	2	3	4	4	3	1	1	2	4	0	1	1	2	4	2	2	3	3	2	2	1	1	4	3	4	1	0	3	1	3	3	3	2	3	3	1	3	2	0	1	2	1	4	3
French Eco#1_Fr 165 MIB-28_B03	French	3	2	2	4	1	4	3	1	4	2	1	1	2	3	4	3	0	4	0	4	2	2	0	2	4	3	4	0	0	1	1	0	3	4	1	2	3	2	0	0	2	3	1	2	1	1	3	1	3	3	0	4	4	4	2	2	2	2	0	0	4	0	3	0	1	3	3	1	0	1	3	2	0	1	1	1	2	4	0	1	1	4	1	0	0	2	2	3	0	1	1	4	1	2	2	4	0	4	3	2	2	4	2	3	4	3	3	1	1	2	4	0	1	1	2	3	0	2	3	3	2	2	1	3	4	3	4	1	0	3	1	3	3	3	2	3	1	1	3	2	0	1	4	3	1	1
French Eco#1_Fr 171 MIB-34_B08	French	3	2	2	4	1	3	3	1	4	4	1	4	4	3	2	3	0	1	0	4	2	2	0	2	2	1	4	0	0	1	3	3	4	2	4	0	3	2	0	0	2	3	3	2	1	1	3	1	3	3	0	4	4	4	1	4	2	2	0	0	2	0	3	0	1	3	3	1	0	1	3	2	0	1	1	1	2	4	0	1	1	4	1	1	0	2	2	3	0	1	1	4	1	2	2	4	0	4	3	2	2	4	2	3	4	3	3	1	1	2	4	0	1	1	2	3	0	2	3	3	2	2	1	3	4	3	4	1	0	3	3	3	3	3	2	1	3	1	3	2	0	3	4	3	1	3
French Eco#1_Fr 18 CUR-5_G06	French	3	2	2	4	3	3	3	1	4	4	1	1	4	2	2	1	0	1	0	3	1	4	0	2	4	1	4	0	0	2	1	3	3	2	1	2	3	2	0	3	3	3	1	4	3	1	1	1	0	3	0	2	4	2	1	4	1	2	0	0	4	2	3	0	0	1	3	0	0	1	3	2	3	1	4	1	2	1	0	1	3	3	1	1	0	2	2	1	0	1	1	4	1	1	4	4	0	4	1	4	4	4	4	1	4	4	3	1	2	4	4	0	2	1	2	4	2	1	4	1	2	2	3	3	4	1	3	1	0	1	1	3	2	1	2	3	3	1	3	4	0	1	2	1	1	3
French Eco#1_Fr 182 MIB-47_B05	French	3	2	8	9	6	10	3	1	9	2	1	7	9	8	9	6	0	4	0	10	0	4	0	2	4	6	4	0	0	1	6	3	3	2	1	2	3	2	0	0	3	3	1	2	6	1	3	3	1	3	0	2	4	4	2	9	5	2	0	0	9	0	4	0	1	3	3	1	0	1	1	2	3	1	7	1	2	4	0	1	3	3	3	5	0	4	4	1	0	6	1	4	1	2	4	10	2	3	3	2	2	4	9	6	9	3	8	4	1	4	4	0	5	1	2	4	0	2	3	3	2	2	1	1	4	3	4	1	0	3	6	3	3	3	2	1	3	1	0	2	0	1	2	1	1	3
French Eco#1_Fr 183 MIB-49_C05	French	3	2	3	4	1	3	3	1	4	2	1	4	4	3	2	1	0	4	0	4	1	2	0	2	2	1	4	0	0	1	1	3	3	2	1	2	3	2	0	0	2	3	1	2	1	3	3	3	3	3	0	4	4	4	2	4	2	2	0	0	2	0	4	0	1	3	3	1	0	1	1	2	0	1	4	1	2	4	0	1	3	3	3	0	0	2	2	1	0	3	1	4	1	2	4	4	2	4	1	2	2	4	2	3	4	3	2	4	1	4	4	0	1	1	2	4	2	2	3	3	2	2	1	1	4	3	4	1	0	3	3	3	3	3	2	1	3	1	3	2	0	1	4	1	1	1
French Eco#1_Fr 184 MIB-50_D05	French	1	1	2	2	1	4	3	1	4	4	1	1	2	3	2	1	0	4	0	4	1	2	0	2	4	1	4	0	0	1	3	3	3	2	1	2	3	2	0	0	2	3	1	2	1	1	3	3	3	3	0	2	4	4	2	2	1	4	0	0	4	0	4	0	1	1	3	1	0	1	1	2	0	1	4	1	2	1	0	1	3	3	3	2	0	0	2	3	0	1	3	4	1	2	4	3	0	3	3	4	2	4	4	3	4	3	2	4	1	2	4	0	1	1	2	4	2	2	3	1	2	2	1	1	3	3	4	1	0	3	1	3	3	3	2	1	1	1	3	2	0	3	4	3	1	1
French Eco#1_Fr 189 MIB-58_A05	French	3	2	3	4	1	3	3	1	4	2	1	4	4	3	2	1	0	4	0	4	1	2	0	2	2	1	4	0	0	1	1	0	3	2	1	0	3	4	0	0	2	3	1	2	1	3	3	3	3	3	0	4	4	4	2	4	2	2	0	0	2	0	4	0	1	3	1	0	0	1	3	2	0	1	4	1	2	4	0	1	3	3	3	0	0	2	2	1	0	3	1	4	1	2	4	4	0	4	3	4	2	4	2	3	2	4	2	4	1	0	1	0	1	1	2	3	0	2	3	3	2	2	1	1	3	3	4	1	0	3	1	3	3	3	2	1	3	1	3	2	0	1	2	1	4	1
French Eco#1_Fr 191 MIB-61_H05	French	3	2	3	4	1	3	3	1	4	2	1	4	4	3	2	1	0	4	0	4	1	2	0	2	2	1	4	0	0	1	1	0	3	2	1	0	3	2	0	0	2	3	1	2	3	3	3	3	3	3	0	4	4	4	2	4	2	2	0	0	2	0	4	0	1	3	3	1	0	1	1	2	0	1	4	1	2	4	0	1	3	3	3	1	0	2	2	3	0	3	1	4	1	2	4	4	2	4	3	4	2	4	2	3	2	4	2	4	1	0	1	0	1	1	2	3	0	2	3	3	2	2	1	1	3	3	4	1	0	3	3	1	3	3	2	1	3	1	3	2	0	1	4	1	1	1
French Eco#1_Fr 196 MIB-67_G05	French	1	2	2	4	1	4	3	1	4	4	1	1	4	2	4	3	0	4	0	4	2	4	0	2	4	3	4	0	0	1	1	3	4	2	1	2	3	2	0	0	2	1	1	2	1	1	3	3	1	3	0	2	4	4	2	2	2	2	0	0	2	0	3	0	1	3	1	1	0	1	1	2	3	1	1	1	2	1	0	1	3	4	3	2	0	2	2	3	0	3	3	4	1	2	4	4	0	3	3	2	4	1	4	3	2	3	3	1	1	4	4	0	1	1	2	4	0	2	3	3	2	2	1	1	4	3	4	1	0	3	3	1	3	3	2	1	3	3	3	2	0	1	2	1	1	1
French Eco#1_Fr 208 MIB-83_H09	French	3	1	2	4	3	3	1	3	4	4	1	1	4	2	2	1	0	4	0	3	1	2	0	4	4	1	4	0	0	2	1	3	4	4	1	0	3	2	0	0	3	3	1	4	3	3	1	3	3	3	0	2	4	2	1	4	1	4	0	0	2	0	3	0	0	1	1	1	0	1	3	2	3	1	4	1	2	4	0	1	3	3	3	1	0	2	2	3	0	1	1	4	2	2	4	3	0	4	3	2	2	4	4	3	4	3	2	1	1	2	1	0	2	1	2	3	0	2	3	3	2	2	1	1	3	1	3	1	0	3	1	3	3	3	2	3	3	1	3	2	0	1	4	1	1	3
French Eco#1_Fr 209 MIB-84_D10	French	1	1	2	2	1	3	1	1	4	2	1	4	4	0	0	3	0	4	0	4	2	0	0	4	4	1	4	0	0	1	3	0	4	0	7	0	3	0	0	0	8	6	1	9	1	1	1	1	1	3	0	2	4	4	2	4	2	2	0	0	4	0	4	0	0	3	6	0	0	1	3	2	0	1	4	1	4	1	0	1	1	3	3	1	0	0	2	1	0	1	1	4	1	1	4	4	0	4	1	4	2	4	2	3	4	3	2	1	1	2	4	0	1	1	2	3	0	2	3	3	2	2	1	1	10	3	4	1	0	3	3	3	3	3	2	1	3	1	3	2	0	1	4	3	1	3
French Eco#1_Fr 22 CUR-9_H06	French	3	2	3	2	1	4	1	1	4	2	1	1	4	2	4	1	0	1	0	3	1	2	0	2	2	1	4	0	0	1	1	3	3	4	1	2	3	2	0	0	3	3	1	4	3	3	1	1	3	3	0	4	4	2	2	4	2	2	0	0	4	0	3	0	1	1	1	0	0	1	1	2	3	1	4	1	4	4	0	6	3	3	1	0	0	2	2	3	0	1	1	4	1	2	4	3	2	4	3	4	2	4	2	3	2	3	2	1	1	2	4	0	2	1	2	3	3	1	3	1	2	2	1	1	4	1	3	1	0	3	1	1	2	1	2	3	3	3	2	2	0	1	4	3	1	1
French Eco#1_Fr 23 CUR-10_C02	French	3	2	2	4	1	4	1	1	2	4	1	1	4	2	4	1	0	1	0	3	1	2	0	4	2	1	4	0	0	2	1	0	3	2	1	0	3	4	0	0	3	3	3	4	1	1	3	1	3	3	0	4	4	0	1	4	1	2	0	0	4	0	3	0	1	1	3	0	0	1	1	2	0	1	4	1	2	1	0	3	1	3	1	2	0	2	2	3	0	1	1	4	1	2	2	3	2	3	1	4	2	4	4	1	2	3	2	1	2	4	4	0	2	1	2	4	0	1	3	1	2	2	3	1	4	3	4	1	0	3	1	1	2	1	2	3	3	3	2	2	0	1	2	1	4	3
French Eco#1_Fr 234 LDV-14_F08	French	3	1	2	4	3	4	1	3	4	2	3	1	4	2	0	3	0	4	0	3	2	2	0	2	2	1	4	0	0	2	1	3	4	2	1	0	3	4	0	0	2	3	1	2	3	3	3	3	3	3	0	4	2	9	1	2	1	4	0	0	2	0	4	0	3	3	3	1	0	4	1	2	3	1	4	3	4	1	0	3	3	4	3	0	0	2	2	1	0	1	3	4	2	1	4	4	2	3	3	4	4	4	4	1	2	4	3	1	2	4	4	0	2	3	4	3	0	2	3	1	4	2	1	1	4	3	4	3	0	3	1	3	3	3	4	3	1	1	2	2	0	3	2	3	1	3
French Eco#1_Fr 251 LDV-31_A12	French	3	2	2	2	1	4	3	3	2	2	3	4	4	0	2	3	0	1	0	4	2	4	0	4	2	1	4	0	0	2	1	1	4	4	4	0	3	4	0	0	2	3	1	2	3	3	3	3	3	3	0	4	2	0	1	2	1	4	0	0	2	0	4	0	3	3	3	1	0	4	1	4	3	1	1	1	4	4	0	3	3	4	3	0	0	0	2	3	0	1	3	4	2	1	4	4	2	4	3	2	4	4	4	3	2	3	3	1	1	2	1	0	2	3	4	3	0	0	3	1	4	2	1	1	4	3	4	3	0	1	1	1	3	3	4	3	1	1	2	2	0	1	4	1	1	1
French Eco#1_Fr 26 VOU-1_F02	French	3	2	2	4	1	3	3	1	4	2	3	1	2	2	4	3	0	1	0	3	2	4	0	2	2	1	4	0	0	2	1	3	4	2	1	2	3	4	0	0	3	1	3	2	3	1	1	1	3	3	0	4	4	2	2	4	1	4	0	0	4	0	4	0	1	1	3	0	0	1	1	4	3	1	1	1	2	1	0	6	3	4	1	0	0	2	2	3	0	3	1	4	2	1	4	4	0	3	3	2	2	4	4	3	2	3	3	1	1	0	4	0	2	3	2	3	0	1	3	1	4	2	3	1	4	1	3	1	0	3	1	3	3	3	2	3	3	3	3	2	0	3	4	3	1	1
French Eco#1_Fr 28 VOU-4_H02	French	3	2	2	4	1	3	3	1	4	2	3	1	2	2	4	3	0	1	0	3	2	4	0	2	2	1	4	0	0	2	1	0	4	2	1	0	3	4	0	0	3	3	3	2	1	1	1	1	3	3	0	2	4	4	1	4	1	4	0	0	2	0	4	0	1	3	3	0	0	1	1	4	3	1	1	1	2	1	0	1	3	4	1	0	0	2	2	3	0	1	1	4	2	1	4	4	0	3	3	2	2	4	4	3	2	3	2	1	1	2	1	0	2	3	2	3	0	0	3	1	4	2	3	1	4	1	3	1	0	3	1	3	3	3	2	3	3	3	3	2	0	1	4	1	1	1
